device_id,timestamp,cpu_percent,ram_percent,disco_percent,latencia_ms,banda_mbps
9,2025-06-11 03:21:18,18.2,85.8,62.7,29.6,304.2
10,2025-06-11 03:21:18,82.1,75.9,67.4,31.8,467.8
11,2025-06-11 03:21:18,82.5,52.9,44.3,1.8,604.9
12,2025-06-11 03:21:18,81.0,62.9,62.5,13.1,311.3
13,2025-06-11 03:21:18,71.1,71.5,62.3,24.8,322.5
14,2025-06-11 03:21:18,36.5,45.0,45.2,7.9,268.8
15,2025-06-11 03:21:18,49.0,73.6,100.0,10.5,419.5
1,2025-06-11 03:31:18,54.0,70.3,33.7,6.7,477.1
2,2025-06-11 03:31:18,68.8,53.1,78.1,9.5,469.2
3,2025-06-11 03:31:18,55.3,59.1,53.1,22.4,642.3
4,2025-06-11 03:31:18,69.8,97.3,38.5,10.5,435.9
5,2025-06-11 03:31:18,30.4,93.1,61.9,32.7,211.1
6,2025-06-11 03:31:18,35.6,76.1,95.0,6.9,412.8
7,2025-06-11 03:31:18,25.6,77.3,72.5,35.1,291.5
8,2025-06-11 03:31:18,30.0,68.8,72.3,1.0,196.7
9,2025-06-11 03:31:18,47.2,60.6,51.5,15.7,551.3
10,2025-06-11 03:31:18,92.9,53.0,68.8,19.5,269.2
11,2025-06-11 03:31:18,53.2,62.1,43.7,37.1,698.5
12,2025-06-11 03:31:18,56.7,73.9,31.1,23.2,199.4
13,2025-06-11 03:31:18,67.2,100.0,85.1,22.0,486.3
14,2025-06-11 03:31:18,85.4,62.4,27.5,14.9,398.0
15,2025-06-11 03:31:18,52.3,87.1,53.0,9.4,177.8
1,2025-06-11 03:41:18,45.0,58.2,73.5,21.2,578.5
2,2025-06-11 03:41:18,65.7,85.9,58.9,17.7,102.2
3,2025-06-11 03:41:18,58.0,61.3,61.9,5.7,459.1
4,2025-06-11 03:41:18,44.8,77.7,40.2,18.7,547.7
5,2025-06-11 03:41:18,48.1,75.0,46.9,7.4,170.2
6,2025-06-11 03:41:18,53.7,70.0,19.1,32.1,457.8
7,2025-06-11 03:41:18,72.3,84.1,42.8,20.4,133.5
8,2025-06-11 03:41:18,71.8,62.4,88.4,13.5,621.4
9,2025-06-11 03:41:18,47.0,72.1,58.6,12.9,533.0
10,2025-06-11 03:41:18,81.2,56.3,61.6,33.2,700.4
11,2025-06-11 03:41:18,45.3,72.8,10.0,31.7,126.0
12,2025-06-11 03:41:18,24.5,63.3,59.6,27.4,109.5
13,2025-06-11 03:41:18,65.6,71.6,38.6,3.3,494.0
14,2025-06-11 03:41:18,23.2,92.7,49.2,12.9,516.0
15,2025-06-11 03:41:18,58.8,69.2,63.7,16.3,36.4
1,2025-06-11 03:51:18,61.2,34.8,52.0,23.4,567.1
2,2025-06-11 03:51:18,88.2,68.6,81.5,20.6,219.0
3,2025-06-11 03:51:18,42.2,64.4,33.1,33.9,579.6
4,2025-06-11 03:51:18,62.4,63.7,61.4,33.7,199.3
5,2025-06-11 03:51:18,77.2,75.0,44.7,29.9,456.1
6,2025-06-11 03:51:18,62.5,80.2,90.0,18.0,513.8
7,2025-06-11 03:51:18,83.0,45.7,64.6,19.5,322.9
8,2025-06-11 03:51:18,85.1,61.9,97.9,1.0,137.9
9,2025-06-11 03:51:18,37.3,51.5,53.4,14.9,492.6
10,2025-06-11 03:51:18,65.0,62.7,60.3,20.2,559.4
11,2025-06-11 03:51:18,79.0,25.6,60.7,12.9,500.9
12,2025-06-11 03:51:18,65.8,45.1,27.4,8.7,337.5
13,2025-06-11 03:51:18,54.9,39.7,83.2,32.4,660.1
14,2025-06-11 03:51:18,63.7,55.2,48.9,3.5,408.8
15,2025-06-11 03:51:18,66.0,71.6,38.7,22.0,284.6
1,2025-06-11 04:01:18,80.0,64.6,54.3,34.1,618.8
2,2025-06-11 04:01:18,51.5,66.1,54.8,11.3,498.2
3,2025-06-11 04:01:18,8.6,53.9,58.1,16.5,481.0
4,2025-06-11 04:01:18,53.7,62.4,41.6,17.2,576.3
5,2025-06-11 04:01:18,81.6,47.4,52.3,1.0,326.9
6,2025-06-11 04:01:18,34.9,76.7,66.4,27.5,533.6
7,2025-06-11 04:01:18,47.9,56.5,69.3,14.2,269.3
8,2025-06-11 04:01:18,20.6,66.3,67.4,25.6,151.8
9,2025-06-11 04:01:18,41.3,61.3,100.0,18.2,646.1
10,2025-06-11 04:01:18,59.2,40.8,47.4,29.2,271.9
11,2025-06-11 04:01:18,45.9,64.4,69.1,13.1,312.3
12,2025-06-11 04:01:18,54.9,74.6,45.2,23.7,142.7
13,2025-06-11 04:01:18,71.6,58.4,74.2,23.8,18.0
14,2025-06-11 04:01:18,59.2,81.2,59.0,30.6,325.9
15,2025-06-11 04:01:18,36.2,50.9,88.8,13.1,305.5
1,2025-06-11 04:11:18,71.4,67.8,62.2,7.1,390.1
2,2025-06-11 04:11:18,55.2,71.6,83.3,19.8,210.8
3,2025-06-11 04:11:18,52.4,43.0,99.7,15.2,321.5
4,2025-06-11 04:11:18,60.4,73.8,75.2,23.1,595.8
5,2025-06-11 04:11:18,22.2,56.4,47.1,18.6,606.2
6,2025-06-11 04:11:18,77.7,54.8,76.1,23.6,627.1
7,2025-06-11 04:11:18,66.5,69.8,97.5,11.4,374.3
8,2025-06-11 04:11:18,63.2,69.6,50.2,9.3,535.6
9,2025-06-11 04:11:18,52.8,60.5,57.3,25.4,459.5
10,2025-06-11 04:11:18,57.0,56.9,27.6,6.4,412.4
11,2025-06-11 04:11:18,81.0,69.2,49.7,19.9,361.3
12,2025-06-11 04:11:18,61.6,52.2,40.0,4.1,611.1
13,2025-06-11 04:11:18,55.0,93.5,77.0,18.7,320.4
14,2025-06-11 04:11:18,48.4,83.8,98.5,1.7,537.1
15,2025-06-11 04:11:18,41.2,49.6,76.9,19.9,374.2
1,2025-06-11 04:21:18,72.9,57.6,10.0,34.4,333.4
2,2025-06-11 04:21:18,45.2,64.8,55.4,13.1,237.7
3,2025-06-11 04:21:18,56.9,57.5,53.2,10.7,468.9
4,2025-06-11 04:21:18,61.5,78.0,29.5,21.1,701.7
5,2025-06-11 04:21:18,49.4,66.5,57.4,21.6,330.0
6,2025-06-11 04:21:18,63.8,57.0,64.4,11.9,430.4
7,2025-06-11 04:21:18,8.6,54.3,52.7,12.2,674.6
8,2025-06-11 04:21:18,100.0,75.1,62.2,23.6,302.6
9,2025-06-11 04:21:18,57.7,42.3,58.9,20.5,636.8
10,2025-06-11 04:21:18,88.1,53.3,42.8,25.1,655.3
11,2025-06-11 04:21:18,20.8,74.2,58.9,16.3,115.1
12,2025-06-11 04:21:18,41.9,100.0,91.4,15.0,126.3
13,2025-06-11 04:21:18,52.9,50.8,74.0,44.9,260.9
14,2025-06-11 04:21:18,64.5,70.6,63.4,27.5,246.9
15,2025-06-11 04:21:18,51.9,62.5,95.4,21.8,370.2
1,2025-06-11 04:31:18,47.2,71.4,75.5,17.0,775.3
2,2025-06-11 04:31:18,100.0,84.0,74.4,13.8,297.6
3,2025-06-11 04:31:18,30.8,64.8,68.3,36.2,419.1
4,2025-06-11 04:31:18,59.0,80.2,82.1,32.8,394.3
5,2025-06-11 04:31:18,62.7,74.3,50.4,8.5,352.1
6,2025-06-11 04:31:18,27.3,81.0,61.8,30.5,304.2
7,2025-06-11 04:31:18,7.0,68.4,53.1,16.5,504.0
8,2025-06-11 04:31:18,38.9,47.6,45.1,19.0,309.7
9,2025-06-11 04:31:18,32.5,41.9,25.6,7.4,118.7
10,2025-06-11 04:31:18,67.2,89.0,51.4,24.6,381.2
11,2025-06-11 04:31:18,64.7,46.2,28.5,25.2,599.5
12,2025-06-11 04:31:18,57.1,76.9,38.7,41.9,353.3
13,2025-06-11 04:31:18,47.4,36.0,73.7,20.2,677.4
14,2025-06-11 04:31:18,52.8,59.6,100.0,14.5,10.0
15,2025-06-11 04:31:18,31.2,68.0,77.5,38.1,351.3
1,2025-06-11 04:41:18,56.8,63.6,48.4,1.7,498.1
2,2025-06-11 04:41:18,27.2,87.9,48.7,13.4,290.9
3,2025-06-11 04:41:18,38.0,73.2,61.1,45.6,837.1
4,2025-06-11 04:41:18,71.2,29.3,76.7,24.1,204.1
5,2025-06-11 04:41:18,40.8,49.0,59.7,20.1,647.7
6,2025-06-11 04:41:18,38.8,46.4,70.9,28.8,304.3
7,2025-06-11 04:41:18,27.9,49.4,52.6,21.3,733.5
8,2025-06-11 04:41:18,81.7,58.5,79.0,22.8,10.0
9,2025-06-11 04:41:18,63.0,67.3,33.7,8.2,466.7
10,2025-06-11 04:41:18,88.2,83.5,94.2,31.5,343.4
11,2025-06-11 04:41:18,39.6,52.6,90.5,33.2,536.4
12,2025-06-11 04:41:18,55.2,62.9,36.6,1.0,220.4
13,2025-06-11 04:41:18,63.5,48.5,48.6,20.4,784.6
14,2025-06-11 04:41:18,65.5,70.7,56.4,35.1,645.4
15,2025-06-11 04:41:18,52.1,100.0,92.5,15.9,701.3
1,2025-06-11 04:51:18,64.5,41.7,47.7,10.4,189.6
2,2025-06-11 04:51:18,76.0,57.8,45.5,27.3,864.2
3,2025-06-11 04:51:18,95.5,50.5,62.2,13.1,184.3
4,2025-06-11 04:51:18,67.3,63.7,77.5,19.7,33.4
5,2025-06-11 04:51:18,61.2,45.2,83.0,22.7,582.0
6,2025-06-11 04:51:18,31.6,63.6,65.6,14.8,392.0
7,2025-06-11 04:51:18,37.7,56.1,44.2,36.0,569.8
8,2025-06-11 04:51:18,72.1,57.3,96.4,1.0,369.4
9,2025-06-11 04:51:18,49.5,65.6,50.1,22.9,585.8
10,2025-06-11 04:51:18,33.2,92.5,33.5,18.2,446.4
11,2025-06-11 04:51:18,81.5,67.4,26.2,20.3,646.3
12,2025-06-11 04:51:18,57.9,27.2,43.8,20.1,446.4
13,2025-06-11 04:51:18,75.7,45.0,69.9,17.8,532.1
14,2025-06-11 04:51:18,43.5,46.8,45.8,3.7,555.4
15,2025-06-11 04:51:18,45.3,60.3,73.3,15.2,458.3
1,2025-06-11 05:01:18,96.5,54.1,80.8,24.4,699.5
2,2025-06-11 05:01:18,78.6,83.7,77.4,8.7,10.0
3,2025-06-11 05:01:18,62.8,54.1,30.8,15.7,356.5
4,2025-06-11 05:01:18,61.2,80.9,40.4,23.1,666.1
5,2025-06-11 05:01:18,52.6,72.8,55.6,25.8,247.1
6,2025-06-11 05:01:18,53.0,45.7,21.7,15.9,346.3
7,2025-06-11 05:01:18,95.8,75.3,53.4,1.0,248.9
8,2025-06-11 05:01:18,73.7,72.1,88.6,25.8,581.3
9,2025-06-11 05:01:18,78.8,65.9,67.1,29.9,196.3
10,2025-06-11 05:01:18,47.7,75.9,47.4,11.3,296.5
11,2025-06-11 05:01:18,53.4,53.8,59.2,30.1,464.0
12,2025-06-11 05:01:18,80.9,72.2,76.5,22.1,559.9
13,2025-06-11 05:01:18,62.2,68.9,60.9,34.0,547.5
14,2025-06-11 05:01:18,64.1,86.4,83.4,1.0,630.5
15,2025-06-11 05:01:18,26.2,45.1,63.7,22.4,519.3
1,2025-06-11 05:11:18,32.2,67.5,43.3,25.3,754.2
2,2025-06-11 05:11:18,55.3,44.7,92.0,22.9,81.9
3,2025-06-11 05:11:18,62.6,53.3,49.8,1.0,10.0
4,2025-06-11 05:11:18,40.5,55.1,51.4,8.1,581.4
5,2025-06-11 05:11:18,88.9,72.4,65.9,3.9,606.5
6,2025-06-11 05:11:18,42.5,72.1,88.1,28.9,365.7
7,2025-06-11 05:11:18,61.8,64.2,56.1,18.2,327.7
8,2025-06-11 05:11:18,26.6,58.9,52.3,27.0,489.4
9,2025-06-11 05:11:18,34.4,54.9,76.7,16.2,10.0
10,2025-06-11 05:11:18,5.0,52.2,38.7,20.3,116.8
11,2025-06-11 05:11:18,7.0,81.0,85.3,16.8,532.7
12,2025-06-11 05:11:18,50.1,78.4,39.2,8.9,343.0
13,2025-06-11 05:11:18,20.6,66.1,85.9,14.3,526.5
14,2025-06-11 05:11:18,45.1,53.7,44.6,18.5,367.8
15,2025-06-11 05:11:18,48.8,72.1,62.0,19.8,395.3
1,2025-06-11 05:21:18,72.4,76.2,72.7,24.1,507.1
2,2025-06-11 05:21:18,44.7,43.2,40.5,6.4,619.6
3,2025-06-11 05:21:18,71.2,55.1,40.8,6.9,55.9
4,2025-06-11 05:21:18,68.1,54.1,33.1,26.7,584.9
5,2025-06-11 05:21:18,94.5,62.5,56.7,27.6,491.7
6,2025-06-11 05:21:18,43.1,58.4,71.9,33.1,152.6
7,2025-06-11 05:21:18,46.1,73.6,84.8,24.2,423.6
8,2025-06-11 05:21:18,47.9,43.6,100.0,29.9,623.0
9,2025-06-11 05:21:18,22.0,94.8,80.9,26.2,312.4
10,2025-06-11 05:21:18,47.5,57.6,43.8,24.0,191.6
11,2025-06-11 05:21:18,63.3,71.1,96.3,13.6,637.7
12,2025-06-11 05:21:18,43.6,82.3,59.8,35.1,300.8
13,2025-06-11 05:21:18,50.5,49.8,50.3,20.9,287.0
14,2025-06-11 05:21:18,63.4,80.8,39.4,15.1,476.0
15,2025-06-11 05:21:18,56.0,65.1,88.9,14.5,375.9
1,2025-06-11 05:31:18,45.4,60.4,58.2,22.4,482.2
2,2025-06-11 05:31:18,62.8,61.1,45.0,16.8,281.1
3,2025-06-11 05:31:18,41.3,78.1,76.1,1.4,263.7
4,2025-06-11 05:31:18,100.0,69.4,48.8,20.7,203.8
5,2025-06-11 05:31:18,38.6,54.0,52.7,17.1,529.2
6,2025-06-11 05:31:18,52.9,68.8,100.0,25.4,357.4
7,2025-06-11 05:31:18,56.6,45.2,34.3,11.4,578.6
8,2025-06-11 05:31:18,73.4,81.5,77.7,24.2,279.5
9,2025-06-11 05:31:18,52.9,62.9,75.4,10.2,390.1
10,2025-06-11 05:31:18,55.9,26.0,68.1,29.6,559.2
11,2025-06-11 05:31:18,66.9,69.9,52.4,18.7,697.2
12,2025-06-11 05:31:18,45.9,80.1,70.7,18.3,380.4
13,2025-06-11 05:31:18,53.6,78.2,33.4,1.1,353.0
14,2025-06-11 05:31:18,47.8,95.9,57.7,11.8,769.1
15,2025-06-11 05:31:18,36.3,64.5,94.6,15.1,399.6
1,2025-06-11 05:41:18,13.1,87.9,48.9,18.7,376.5
2,2025-06-11 05:41:18,73.5,49.8,83.7,20.3,477.4
3,2025-06-11 05:41:18,12.8,87.2,62.4,17.1,646.3
4,2025-06-11 05:41:18,41.6,92.8,23.8,15.0,267.7
5,2025-06-11 05:41:18,66.6,64.1,47.7,37.8,116.3
6,2025-06-11 05:41:18,23.6,60.1,48.3,3.1,469.4
7,2025-06-11 05:41:18,42.7,63.5,81.5,1.0,521.9
8,2025-06-11 05:41:18,62.0,61.7,60.8,36.1,30.1
9,2025-06-11 05:41:18,83.7,75.6,46.2,10.6,62.6
10,2025-06-11 05:41:18,83.7,39.5,91.7,38.0,325.5
11,2025-06-11 05:41:18,51.9,48.1,72.5,26.1,671.1
12,2025-06-11 05:41:18,40.8,76.5,68.6,31.4,554.1
13,2025-06-11 05:41:18,40.7,88.0,43.1,25.0,372.1
14,2025-06-11 05:41:18,33.8,58.5,81.4,30.0,673.8
15,2025-06-11 05:41:18,48.8,64.9,61.6,30.1,371.9
1,2025-06-11 05:51:18,73.8,70.2,61.3,35.3,631.3
2,2025-06-11 05:51:18,57.6,50.6,34.8,34.1,361.6
3,2025-06-11 05:51:18,66.0,56.4,97.4,22.0,265.2
4,2025-06-11 05:51:18,93.8,57.9,59.7,12.5,163.2
5,2025-06-11 05:51:18,73.7,77.6,52.7,19.9,443.3
6,2025-06-11 05:51:18,55.9,58.0,41.2,6.0,417.8
7,2025-06-11 05:51:18,38.7,49.8,53.8,23.8,74.6
8,2025-06-11 05:51:18,28.7,76.6,77.9,12.4,288.5
9,2025-06-11 05:51:18,5.0,62.4,56.3,12.0,371.9
10,2025-06-11 05:51:18,63.3,46.6,27.3,5.5,381.2
11,2025-06-11 05:51:18,48.3,56.4,57.1,6.7,330.5
12,2025-06-11 05:51:18,46.9,77.4,24.4,9.7,345.2
13,2025-06-11 05:51:18,17.4,65.5,79.9,12.4,620.1
14,2025-06-11 05:51:18,54.5,75.3,57.1,16.4,496.5
15,2025-06-11 05:51:18,23.6,65.1,81.3,25.4,505.3
1,2025-06-11 06:01:18,38.6,48.8,55.9,18.4,639.4
2,2025-06-11 06:01:18,64.1,63.3,67.0,20.8,564.9
3,2025-06-11 06:01:18,25.5,66.7,74.6,13.2,241.9
4,2025-06-11 06:01:18,76.2,68.5,55.4,5.5,609.5
5,2025-06-11 06:01:18,62.8,95.3,71.9,29.0,496.5
6,2025-06-11 06:01:18,73.0,57.6,42.8,17.3,443.6
7,2025-06-11 06:01:18,26.5,72.8,55.0,30.6,446.3
8,2025-06-11 06:01:18,37.4,61.2,61.3,20.8,264.3
9,2025-06-11 06:01:18,46.6,55.1,43.0,15.6,856.3
10,2025-06-11 06:01:18,37.3,78.3,66.3,40.3,342.5
11,2025-06-11 06:01:18,69.8,60.3,59.1,16.6,542.1
12,2025-06-11 06:01:18,77.6,52.6,63.4,30.1,463.0
13,2025-06-11 06:01:18,100.0,69.3,100.0,16.7,200.9
14,2025-06-11 06:01:18,27.0,70.3,49.1,18.5,719.2
15,2025-06-11 06:01:18,58.1,54.5,42.9,32.2,114.6
1,2025-06-11 06:11:18,54.4,72.9,69.0,22.2,717.4
2,2025-06-11 06:11:18,54.1,45.0,95.5,46.4,91.2
3,2025-06-11 06:11:18,64.7,87.6,75.1,16.0,756.5
4,2025-06-11 06:11:18,61.0,61.9,70.5,13.1,310.3
5,2025-06-11 06:11:18,80.6,89.7,77.7,26.1,350.5
6,2025-06-11 06:11:18,69.8,78.6,38.6,31.0,251.5
7,2025-06-11 06:11:18,47.2,61.1,80.0,17.1,572.7
8,2025-06-11 06:11:18,62.1,24.9,70.1,22.9,664.1
9,2025-06-11 06:11:18,88.4,36.6,52.9,1.9,281.5
10,2025-06-11 06:11:18,49.4,63.2,54.4,17.6,555.9
11,2025-06-11 06:11:18,54.7,44.9,58.7,24.6,134.5
12,2025-06-11 06:11:18,47.2,30.6,75.9,20.3,126.0
13,2025-06-11 06:11:18,58.9,59.4,32.6,17.8,569.3
14,2025-06-11 06:11:18,39.3,75.6,81.3,22.2,480.4
15,2025-06-11 06:11:18,59.7,84.4,49.9,20.3,469.0
1,2025-06-11 06:21:18,28.3,64.6,85.6,36.7,359.9
2,2025-06-11 06:21:18,46.7,77.7,39.7,23.0,583.3
3,2025-06-11 06:21:18,56.7,74.8,60.8,33.2,499.1
4,2025-06-11 06:21:18,54.5,61.0,51.3,32.7,402.3
5,2025-06-11 06:21:18,80.5,76.3,58.8,18.2,225.8
6,2025-06-11 06:21:18,42.0,65.9,69.9,39.4,637.7
7,2025-06-11 06:21:18,79.9,46.8,64.4,14.6,1004.0
8,2025-06-11 06:21:18,43.4,59.8,58.4,29.9,592.5
9,2025-06-11 06:21:18,88.9,53.4,65.2,1.4,521.2
10,2025-06-11 06:21:18,82.6,51.2,50.2,21.9,379.6
11,2025-06-11 06:21:18,47.2,60.6,36.6,10.2,377.3
12,2025-06-11 06:21:18,36.4,75.8,72.6,7.0,369.0
13,2025-06-11 06:21:18,85.7,47.3,35.3,12.7,212.2
14,2025-06-11 06:21:18,19.8,75.1,53.8,18.1,697.4
15,2025-06-11 06:21:18,52.8,49.9,81.0,15.0,293.4
1,2025-06-11 06:31:18,47.7,71.7,40.3,38.1,56.5
2,2025-06-11 06:31:18,75.5,45.3,53.5,12.3,511.7
3,2025-06-11 06:31:18,40.9,76.8,38.4,35.2,426.0
4,2025-06-11 06:31:18,62.0,49.7,79.7,29.1,457.1
5,2025-06-11 06:31:18,19.0,75.2,51.7,23.5,178.1
6,2025-06-11 06:31:18,54.1,39.7,74.5,21.8,261.4
7,2025-06-11 06:31:18,74.9,48.8,67.0,20.6,976.9
8,2025-06-11 06:31:18,78.3,49.0,69.5,1.0,404.3
9,2025-06-11 06:31:18,66.9,75.8,81.0,1.0,410.2
10,2025-06-11 06:31:18,75.8,80.2,94.6,17.0,609.5
11,2025-06-11 06:31:18,87.6,70.1,50.8,25.9,653.8
12,2025-06-11 06:31:18,40.4,78.0,76.1,39.6,206.5
13,2025-06-11 06:31:18,58.6,48.0,72.5,8.5,106.5
14,2025-06-11 06:31:18,31.4,89.7,42.8,8.8,518.0
15,2025-06-11 06:31:18,51.1,42.6,73.8,44.0,427.2
1,2025-06-11 06:41:18,49.9,23.7,55.0,1.0,362.3
2,2025-06-11 06:41:18,69.3,72.5,43.6,14.3,729.8
3,2025-06-11 06:41:18,69.0,52.2,29.3,19.0,224.5
4,2025-06-11 06:41:18,35.8,65.7,55.9,15.0,636.5
5,2025-06-11 06:41:18,52.2,44.3,83.2,1.7,214.0
6,2025-06-11 06:41:18,30.8,66.6,54.2,29.6,66.9
7,2025-06-11 06:41:18,66.1,73.3,92.3,35.1,568.0
8,2025-06-11 06:41:18,46.4,53.8,23.7,23.2,473.9
9,2025-06-11 06:41:18,40.1,68.7,79.0,16.7,351.3
10,2025-06-11 06:41:18,67.4,68.6,64.1,20.8,156.4
11,2025-06-11 06:41:18,95.7,70.4,46.9,22.5,471.3
12,2025-06-11 06:41:18,46.8,70.0,89.3,1.0,555.3
13,2025-06-11 06:41:18,19.5,91.7,75.7,14.5,176.5
14,2025-06-11 06:41:18,60.9,85.3,47.5,17.0,416.8
15,2025-06-11 06:41:18,71.6,79.6,31.9,21.3,334.1
1,2025-06-11 06:51:18,43.3,79.3,46.8,22.2,882.6
2,2025-06-11 06:51:18,65.7,94.4,70.8,6.5,409.8
3,2025-06-11 06:51:18,25.6,66.5,63.1,13.5,238.5
4,2025-06-11 06:51:18,49.1,59.5,58.9,30.7,627.8
5,2025-06-11 06:51:18,34.5,16.5,47.3,23.6,416.0
6,2025-06-11 06:51:18,42.1,66.2,60.5,9.6,602.5
7,2025-06-11 06:51:18,35.3,31.8,52.0,24.3,625.0
8,2025-06-11 06:51:18,63.4,65.1,46.6,19.1,374.6
9,2025-06-11 06:51:18,26.0,54.2,39.1,29.8,10.0
10,2025-06-11 06:51:18,65.3,58.6,54.4,29.7,556.6
11,2025-06-11 06:51:18,69.5,90.6,14.3,10.2,245.0
12,2025-06-11 06:51:18,51.9,29.7,82.9,23.3,593.3
13,2025-06-11 06:51:18,51.3,74.9,38.3,2.8,203.5
14,2025-06-11 06:51:18,67.0,53.6,25.1,24.8,269.1
15,2025-06-11 06:51:18,50.6,61.4,67.3,27.3,222.5
1,2025-06-11 07:01:18,53.9,79.3,26.2,24.8,135.6
2,2025-06-11 07:01:18,34.2,69.0,83.3,10.7,468.4
3,2025-06-11 07:01:18,91.2,50.2,45.1,30.1,433.4
4,2025-06-11 07:01:18,94.9,54.6,63.0,21.8,572.1
5,2025-06-11 07:01:18,39.6,42.1,52.9,28.6,395.0
6,2025-06-11 07:01:18,26.3,90.2,57.3,21.7,530.1
7,2025-06-11 07:01:18,46.3,46.0,40.8,31.5,253.7
8,2025-06-11 07:01:18,38.6,69.9,37.7,1.5,152.7
9,2025-06-11 07:01:18,49.3,68.2,69.1,31.1,354.0
10,2025-06-11 07:01:18,33.7,91.5,62.1,25.3,742.5
11,2025-06-11 07:01:18,72.9,45.0,69.8,18.7,647.3
12,2025-06-11 07:01:18,79.4,73.6,19.7,22.3,481.1
13,2025-06-11 07:01:18,94.9,66.0,48.2,10.1,609.8
14,2025-06-11 07:01:18,50.3,62.6,70.9,23.0,210.5
15,2025-06-11 07:01:18,73.1,75.6,76.5,31.6,585.2
1,2025-06-11 07:11:18,57.1,81.4,72.8,33.5,350.2
2,2025-06-11 07:11:18,73.6,69.4,47.6,18.2,673.6
3,2025-06-11 07:11:18,81.9,83.6,50.4,21.7,486.6
4,2025-06-11 07:11:18,29.5,86.0,63.6,35.1,435.9
5,2025-06-11 07:11:18,80.7,85.5,80.6,14.3,351.8
6,2025-06-11 07:11:18,87.8,57.9,90.5,4.9,390.0
7,2025-06-11 07:11:18,54.3,83.9,51.0,8.5,376.6
8,2025-06-11 07:11:18,72.0,91.2,65.1,21.6,655.5
9,2025-06-11 07:11:18,100.0,57.8,91.4,20.9,543.4
10,2025-06-11 07:11:18,59.8,75.8,64.9,19.4,438.2
11,2025-06-11 07:11:18,100.0,87.2,57.5,21.6,512.5
12,2025-06-11 07:11:18,42.5,81.6,83.1,26.6,447.3
13,2025-06-11 07:11:18,46.2,83.7,44.9,1.2,100.9
14,2025-06-11 07:11:18,50.8,60.0,61.7,35.8,169.1
15,2025-06-11 07:11:18,59.8,43.9,22.3,22.4,477.3
1,2025-06-11 07:21:18,62.2,88.8,73.5,18.8,432.7
2,2025-06-11 07:21:18,57.9,62.7,28.0,7.5,319.1
3,2025-06-11 07:21:18,44.8,50.3,47.8,13.0,573.6
4,2025-06-11 07:21:18,36.0,75.8,65.2,17.2,442.9
5,2025-06-11 07:21:18,47.5,69.2,49.8,32.4,491.2
6,2025-06-11 07:21:18,26.9,59.2,72.8,13.2,454.2
7,2025-06-11 07:21:18,31.5,64.4,58.1,15.0,269.9
8,2025-06-11 07:21:18,59.0,57.4,86.6,14.5,638.8
9,2025-06-11 07:21:18,50.1,68.6,57.0,31.7,349.4
10,2025-06-11 07:21:18,17.1,77.9,69.2,24.3,638.2
11,2025-06-11 07:21:18,60.4,63.9,75.7,33.8,70.3
12,2025-06-11 07:21:18,36.6,67.8,100.0,34.5,641.0
13,2025-06-11 07:21:18,53.9,77.0,70.6,1.0,328.1
14,2025-06-11 07:21:18,59.3,65.3,80.1,28.3,453.6
15,2025-06-11 07:21:18,47.8,80.7,46.1,21.9,233.6
1,2025-06-11 07:31:18,43.1,76.0,32.7,24.7,324.9
2,2025-06-11 07:31:18,41.9,57.6,66.2,18.1,497.6
3,2025-06-11 07:31:18,69.6,83.0,100.0,32.4,145.8
4,2025-06-11 07:31:18,34.4,56.7,86.8,16.5,528.1
5,2025-06-11 07:31:18,71.9,64.7,20.2,22.3,369.6
6,2025-06-11 07:31:18,55.7,71.1,52.3,17.3,701.8
7,2025-06-11 07:31:18,51.5,58.4,10.0,1.0,383.8
8,2025-06-11 07:31:18,78.8,39.4,44.0,19.8,277.2
9,2025-06-11 07:31:18,11.4,72.9,65.9,1.1,10.0
10,2025-06-11 07:31:18,59.6,39.4,45.0,21.2,316.5
11,2025-06-11 07:31:18,55.7,47.6,15.1,22.5,470.2
12,2025-06-11 07:31:18,64.6,58.9,87.6,17.3,517.1
13,2025-06-11 07:31:18,26.8,67.8,62.2,19.1,240.5
14,2025-06-11 07:31:18,58.2,68.2,42.3,1.9,75.4
15,2025-06-11 07:31:18,56.8,92.3,57.3,28.2,536.3
1,2025-06-11 07:41:18,72.2,73.0,100.0,29.3,111.5
2,2025-06-11 07:41:18,88.1,87.4,100.0,6.3,286.1
3,2025-06-11 07:41:18,58.4,81.3,63.8,1.0,10.0
4,2025-06-11 07:41:18,41.5,64.9,88.5,32.6,108.3
5,2025-06-11 07:41:18,57.4,72.0,50.7,7.8,134.8
6,2025-06-11 07:41:18,44.3,41.8,19.2,9.8,713.6
7,2025-06-11 07:41:18,73.1,82.5,58.4,8.8,355.8
8,2025-06-11 07:41:18,64.8,61.0,39.0,24.5,520.4
9,2025-06-11 07:41:18,53.7,69.1,92.1,27.5,310.3
10,2025-06-11 07:41:18,25.1,65.6,27.6,1.0,365.7
11,2025-06-11 07:41:18,83.2,63.7,73.1,1.7,256.3
12,2025-06-11 07:41:18,72.8,50.7,32.7,10.6,449.7
13,2025-06-11 07:41:18,91.5,75.4,91.4,32.9,303.3
14,2025-06-11 07:41:18,86.5,75.3,63.9,27.9,260.9
15,2025-06-11 07:41:18,35.8,57.3,50.5,19.5,420.8
1,2025-06-11 07:51:18,81.2,51.2,71.4,27.3,393.9
